httpOpen,tcpWindowSize,zeroWindow,duration,resPacketSplit,label,srcIp,dstIp,srcPort,dstPort
Yes,323.0,15.0,388.0,1943.0,ABNORMAL,53.146.27.64,121.78.32.235,23949,80
Yes,822.0,11.0,571.0,1799.0,ABNORMAL,45.31.41.245,187.142.13.101,3758,80
Yes,12.0,15.0,413.0,1454.0,ABNORMAL,193.83.242.238,13.227.195.55,31297,80
Yes,572.0,13.0,551.0,1050.0,ABNORMAL,106.121.30.219,249.55.77.11,63728,80
Yes,922.0,16.0,346.0,1460.0,ABNORMAL,231.120.254.106,185.195.143.101,21096,80
Yes,353.0,18.0,478.0,1337.0,ABNORMAL,192.0.53.201,160.157.99.129,26431,80
Yes,706.0,11.0,576.0,1563.0,ABNORMAL,96.168.47.65,156.192.88.125,20210,80
Yes,650.0,20.0,427.0,1830.0,ABNORMAL,13.22.250.187,59.151.26.89,23153,80
Yes,795.0,16.0,456.0,1940.0,ABNORMAL,156.244.221.246,124.231.86.230,49537,80
Yes,299.0,17.0,557.0,1179.0,ABNORMAL,31.196.115.195,31.4.131.153,64998,80
Yes,61.0,13.0,470.0,1862.0,ABNORMAL,11.154.69.46,248.5.19.105,14904,80
Yes,598.0,19.0,419.0,1919.0,ABNORMAL,107.89.10.81,207.185.40.48,22159,80
Yes,578.0,15.0,364.0,1449.0,ABNORMAL,2.74.9.74,189.183.1.29,47795,80
Yes,403.0,11.0,439.0,1106.0,ABNORMAL,93.13.251.203,191.233.241.57,35641,80
Yes,772.0,13.0,455.0,1308.0,ABNORMAL,41.128.76.68,53.249.215.8,4975,80
Yes,369.0,18.0,369.0,1646.0,ABNORMAL,65.229.29.170,241.11.89.244,64472,80
Yes,392.0,20.0,418.0,1919.0,ABNORMAL,101.30.89.179,48.127.22.220,17717,80
Yes,670.0,18.0,331.0,1854.0,ABNORMAL,70.24.187.218,189.220.1.235,64684,80
Yes,268.0,14.0,381.0,1336.0,ABNORMAL,205.31.14.233,122.111.117.33,62529,80
Yes,33.0,14.0,510.0,1054.0,ABNORMAL,115.243.147.76,0.14.11.32,24561,80
Yes,185.0,14.0,348.0,1972.0,ABNORMAL,82.51.22.7,158.46.211.84,26670,80
Yes,857.0,15.0,370.0,1088.0,ABNORMAL,172.253.68.107,82.122.79.205,32272,80
Yes,419.0,14.0,527.0,1029.0,ABNORMAL,48.118.25.55,161.246.46.156,65231,7392
Yes,35.0,13.0,535.0,1321.0,ABNORMAL,43.70.224.211,66.133.144.10,17129,44631
Yes,740.0,14.0,349.0,1696.0,ABNORMAL,240.127.72.60,48.115.201.124,8234,80
Yes,407.0,20.0,478.0,1430.0,ABNORMAL,246.196.3.80,82.92.148.53,41362,80
Yes,27.0,15.0,318.0,1810.0,ABNORMAL,43.197.140.175,221.157.198.147,9126,80
Yes,681.0,20.0,419.0,1238.0,ABNORMAL,54.221.97.27,115.143.119.207,50219,80
Yes,338.0,19.0,515.0,1605.0,ABNORMAL,93.227.242.150,234.197.78.176,50093,80
Yes,661.0,18.0,582.0,1530.0,ABNORMAL,228.193.172.105,196.3.103.242,30386,80
Yes,347.0,16.0,584.0,1545.0,ABNORMAL,65.56.109.113,28.28.215.243,43244,80
Yes,638.0,19.0,324.0,1325.0,ABNORMAL,120.200.254.186,135.188.225.159,22065,80
Yes,907.0,14.0,514.0,1294.0,ABNORMAL,103.46.24.90,250.45.211.119,28476,80
Yes,696.0,12.0,308.0,1441.0,ABNORMAL,21.191.93.13,117.36.244.75,41576,80
Yes,685.0,14.0,526.0,1845.0,ABNORMAL,193.196.111.131,180.17.79.243,46382,80
Yes,375.0,13.0,409.0,1679.0,ABNORMAL,228.233.147.5,8.129.148.135,21896,80
Yes,706.0,15.0,355.0,1906.0,ABNORMAL,237.55.131.253,93.190.187.185,34934,80
Yes,909.0,11.0,569.0,1506.0,ABNORMAL,188.173.90.136,105.86.18.221,58048,80
Yes,453.0,20.0,487.0,1305.0,ABNORMAL,107.13.201.118,133.158.25.80,58259,80
Yes,710.0,15.0,328.0,1445.0,ABNORMAL,138.115.11.122,244.95.53.49,15274,80
Yes,804.0,15.0,515.0,1855.0,ABNORMAL,71.193.121.40,179.202.79.193,63338,80
Yes,946.0,11.0,465.0,1357.0,ABNORMAL,89.137.222.244,1.163.57.214,36614,80
Yes,637.0,17.0,494.0,1300.0,ABNORMAL,211.178.145.57,158.221.89.14,4216,26604
Yes,297.0,13.0,307.0,1176.0,ABNORMAL,27.168.179.34,7.238.98.137,9503,80
Yes,900.0,19.0,415.0,1667.0,ABNORMAL,79.107.171.242,95.196.111.147,11855,80
Yes,809.0,19.0,370.0,1403.0,ABNORMAL,182.126.9.199,175.223.79.204,29238,80
Yes,707.0,16.0,526.0,1697.0,ABNORMAL,115.122.200.176,125.16.162.44,11153,80
Yes,88.0,17.0,389.0,1899.0,ABNORMAL,109.229.150.91,235.110.129.59,20945,80
Yes,118.0,20.0,363.0,1885.0,ABNORMAL,239.168.231.139,254.161.108.77,41795,80
Yes,716.0,15.0,575.0,1907.0,ABNORMAL,20.141.165.247,43.14.217.47,12090,80
Yes,129.0,15.0,472.0,1430.0,ABNORMAL,246.63.158.24,160.86.204.241,26797,80
Yes,844.0,12.0,517.0,1296.0,ABNORMAL,231.55.203.77,148.255.10.150,38934,80
Yes,961.0,19.0,527.0,1238.0,ABNORMAL,188.85.15.155,39.121.178.252,18609,80
Yes,507.0,13.0,334.0,1726.0,ABNORMAL,192.88.40.3,184.247.102.234,20616,80
Yes,435.0,13.0,433.0,1941.0,ABNORMAL,74.141.74.30,58.111.155.154,30755,80
Yes,149.0,13.0,430.0,1547.0,ABNORMAL,190.2.115.217,22.38.133.19,23910,80
Yes,900.0,14.0,429.0,1495.0,ABNORMAL,109.69.102.108,240.19.223.174,21775,80
Yes,487.0,18.0,447.0,1025.0,ABNORMAL,131.57.183.222,194.217.139.107,53581,80
Yes,446.0,16.0,513.0,1215.0,ABNORMAL,194.43.79.51,172.106.97.204,44657,80
Yes,803.0,12.0,522.0,1532.0,ABNORMAL,130.18.233.107,252.226.91.40,39047,80
Yes,531.0,14.0,449.0,1451.0,ABNORMAL,48.177.97.107,240.74.32.100,51728,80
Yes,143.0,13.0,396.0,1961.0,ABNORMAL,196.214.13.169,173.108.169.248,56890,35116
Yes,300.0,11.0,466.0,1001.0,ABNORMAL,64.178.74.9,184.221.4.136,24648,80
Yes,75.0,11.0,533.0,1876.0,ABNORMAL,78.104.93.6,166.214.188.127,29781,80
Yes,396.0,17.0,385.0,1993.0,ABNORMAL,71.116.21.9,255.34.229.114,29295,80
Yes,133.0,17.0,598.0,1698.0,ABNORMAL,205.234.185.227,68.23.121.120,11472,80
Yes,527.0,12.0,392.0,1828.0,ABNORMAL,152.2.76.206,194.138.219.155,6519,80
Yes,603.0,18.0,570.0,1046.0,ABNORMAL,121.49.190.0,225.78.59.163,59462,80
Yes,107.0,20.0,366.0,1220.0,ABNORMAL,212.230.98.114,27.57.251.107,4798,80
Yes,722.0,13.0,563.0,1448.0,ABNORMAL,195.20.33.2,204.165.102.155,40379,80
Yes,665.0,11.0,495.0,1734.0,ABNORMAL,231.14.81.106,164.142.145.185,9157,80
